Row1,Row2
-63.01139,-62.09662
-62.68077,-61.57208
-62.40843,-61.52537
-62.49208,-61.67026
-61.69099,-60.64672
-61.01974,-59.85087
-61.48714,-60.17612
-61.52054,-59.983
-61.18591,-59.54599
-61.877,-60.22447
-62.44459,-60.81843
-62.28721,-60.69117
-62.62138,-60.95384
-62.91089,-60.96755
-62.95301,-60.66658
-63.49278,-61.19294
-63.53549,-61.61928
-63.26025,-61.28239
-63.93799,-61.49218
-64.3316,-61.90435
-64.32706,-61.82259
-65.83618,-62.26414
-67.04152,-62.98733
-66.21144,-63.04837
-67.05226,-63.24924
-69.64433,-63.71488
-69.76105,-64.01115
-69.60708,-64.68286
-71.56217,-64.95279
-71.95821,-64.29521
-70.60078,-64.411
-70.63636,-65.06684
-71.75956,-64.95277
-72.53304,-65.09658
-71.65312,-65.24157
-70.57874,-64.27006
-71.47701,-64.10828
-71.82898,-65.31043
-69.73389,-65.55314
-69.61107,-65.11562
-72.42187,-65.98412
-73.97864,-67.27054
-73.00078,-67.29079
-72.65258,-67.07922
-73.31586,-68.10447
-74.94347,-69.66582
-76.902,-69.96962
-78.65735,-70.66542
-80.16835,-73.25535
-79.40714,-74.50393
-79.36487,-75.15507
-81.42321,-79.37963
-80.83596,-81.38925
-84.87579,-81.80025
-92.53264,-98.25426
-103.5311,-93.76053
-85.2448,-79.99351
-92.85915,-81.72708
-87.425,-86.37144
-138.33913,-87.97534
-83.21219,-87.11534
-80.7282,-80.37141
-97.20867,-82.27272
-86.82031,-78.66235
-79.69154,-76.52778
-81.31446,-75.94798
-77.19692,-72.28706
-74.01938,-71.38193
-75.13054,-72.78656
-74.18586,-70.42089
-72.38127,-68.59867
-72.21121,-68.96178
-70.56603,-67.33347
-69.54667,-65.81804
-70.9934,-66.73987
-71.25916,-66.77236
-69.98847,-65.21882
-70.17059,-65.30129
-70.06932,-65.97932
-69.01773,-65.12061
-69.42726,-64.68772
-70.20028,-65.34755
-69.00125,-65.02545
-68.76535,-64.50347
-70.81083,-65.60244
-70.55994,-66.1666
-68.71139,-65.13899
-70.42911,-65.84199
-73.89523,-67.91801
-74.3959,-68.23534
-78.46452,-69.07405
-86.80013,-71.42568
-79.88593,-71.82876
-80.87158,-72.8657
-96.30556,-76.67736
-92.62462,-80.05058
-92.47459,-90.21808
-81.59469,-94.67433
-81.78843,-89.20094
-83.24367,-85.47707
-82.11184,-93.35953
-84.05028,-93.68342
-79.03455,-88.51932
-74.61072,-81.74478
-74.80528,-93.5882
-73.7969,-84.69647
-72.47118,-74.65236
-73.53705,-73.57569
-71.448,-72.10471
-68.40085,-69.24671
-68.15762,-69.39712
-68.01932,-70.35838
-67.38741,-69.49506
-68.31713,-69.127
-69.21388,-69.62025
-69.65422,-70.51215
-71.93192,-71.67923
-73.63861,-72.19624
-72.63748,-73.93088
-73.21735,-77.90656
-76.67501,-79.19788
-79.93348,-79.41405
-77.96593,-80.98858
-76.44466,-78.54819
-80.73435,-77.0638
-83.3127,-78.82376
-76.55476,-78.86541
-76.11713,-77.83997
-82.13587,-78.7072
-80.80592,-79.89995
-76.76954,-81.18956
-78.34906,-81.09735
-80.2786,-78.98932
-78.75097,-80.02014
-80.85986,-87.83515
-91.96061,-124.63927
-95.73983,-108.43787
-85.93515,-99.54742
-89.84471,-88.34877
-99.12319,-83.77421
-97.67161,-82.57325
-89.78816,-82.5514
-81.33139,-84.85399
-82.31433,-88.97398
-101.32897,-88.14859
-105.63465,-87.65559
-79.99715,-89.28631
-75.6942,-86.11503
-78.01063,-82.85444
-78.98716,-81.80762
-75.00575,-84.47837
-73.14524,-93.21347
-71.98666,-83.75672
-70.89674,-76.41615
-71.69017,-76.49304
-71.42087,-77.34925
-69.78016,-76.92489
-70.1679,-80.53396
-69.62965,-79.06931
-67.99159,-75.39125
-69.12604,-81.06902
-69.74328,-84.70219
-68.14535,-76.07481
-69.29994,-78.31024
-69.82822,-82.5405
-67.42808,-76.2187
-68.32099,-79.72345
-70.18488,-101.87134
-68.11907,-82.99166
-67.74762,-81.06929
-68.38885,-83.35304
-67.09326,-77.17719
-67.27385,-77.35141
-67.70741,-80.62009
-66.28739,-78.245
-66.50852,-80.66826
-67.41544,-84.90669
-66.85625,-80.91377
-67.55585,-82.88834
-68.52463,-83.51002
-68.02118,-81.75667
-68.84253,-95.07048
-69.57352,-84.39696
-68.69758,-91.51426
-68.99537,-93.62812
-69.56185,-88.65927
-70.25745,-89.15345
-72.40563,-87.0732
-71.87038,-88.80141
-70.76475,-95.9866
-73.48662,-87.00854
-75.54709,-84.60853
-75.84931,-81.23596
-80.52424,-77.96943
-80.29622,-85.16931
-76.90946,-93.14448
-80.41238,-77.98654
-82.59953,-78.11015
-78.80846,-87.68078
-78.02354,-83.3405
-76.34929,-84.16025
-76.47541,-92.67828
-84.59359,-96.73158
-88.27538,-94.47233
-77.20728,-84.54754
-73.76167,-75.89295
-73.89362,-74.57836
-73.55245,-74.37666
-71.67343,-72.02494
-70.59045,-69.88386
-71.21493,-69.41672
-71.98941,-69.26098
-72.66918,-69.33183
-74.19674,-70.27874
-74.20355,-70.31503
-72.81072,-69.41305
-72.63701,-69.09023
-73.49434,-68.74587
-75.35306,-68.60992
-76.48394,-68.73258
-74.74752,-68.08117
-74.62268,-68.01064
-75.62795,-68.77981
-73.36637,-67.83737
-72.15169,-66.02509
-73.36716,-65.29657
-73.04185,-65.60012
-72.10796,-66.28938
-73.08659,-66.10434
-74.81333,-65.50744
-76.01699,-66.08098
-77.57124,-67.03565
-86.505,-68.21668
-84.86405,-71.63515
-85.34518,-75.08375
-86.39941,-75.03109
-77.16537,-75.65153
-76.5643,-75.69506
-78.91899,-76.26434
-75.01502,-79.85309
-75.34956,-77.8217
-79.29684,-76.48781
-75.70814,-82.91147
-75.39188,-81.34869
-80.30232,-77.5164
-79.18047,-82.76161
-79.86736,-80.06086
-84.55443,-76.27022
-82.57494,-83.4165
-90.60186,-84.23939
-98.07609,-78.68034
-78.29834,-88.01809
-77.40389,-95.36468
-79.42358,-84.62108
-74.35325,-98.02034
-73.86203,-83.76534
-75.60715,-84.47295
-73.90978,-82.66472
-75.36939,-87.14974
-76.86209,-83.50997
-73.93202,-77.05455
-74.44077,-80.88984
-73.65739,-82.3791
-70.65795,-75.72877
-71.56623,-76.07503
-71.3454,-74.67643
-68.7622,-71.27354
-69.94555,-72.81316
-71.23169,-72.10218
-69.6159,-68.64467
-70.24328,-69.6515
-70.11011,-70.25805
-69.33621,-68.29061
-72.80084,-70.29845
-73.32379,-72.31963
-70.12026,-69.97836
-73.50724,-71.45688
-78.63499,-74.6279
-75.44069,-73.91108
-79.93711,-76.94827
-93.98691,-80.59035
-83.71349,-76.51573
-88.64871,-75.36559
-98.16542,-73.67177
-79.13562,-71.76989
-76.05542,-72.9995
-76.38987,-71.29638
-75.51795,-68.1555
-75.57369,-68.68261
-73.76493,-69.33228
-72.50086,-68.04673
-74.82515,-68.43129
-74.87721,-68.49822
-73.18391,-67.18863
-74.51657,-67.45443
-72.95718,-67.76539
-70.8579,-66.95291
-73.68726,-66.82589
-75.35887,-66.20946
-72.55478,-65.43482
-73.57953,-66.05431
-74.02165,-65.85044
-71.31554,-64.85542
-72.97459,-65.69511
-76.87318,-66.34786
-74.34856,-65.27092
-73.63963,-65.456
-76.2484,-66.07971
-76.36506,-65.56364
-77.2894,-66.4597
-81.03836,-68.04727
-81.83336,-67.21646
-85.22083,-67.17948
-101.94307,-69.21336
-103.88329,-70.15406
-87.07878,-70.80889
-83.04891,-72.51829
-86.91857,-72.59458
-79.86809,-73.71433
-74.13283,-78.8323
-75.50487,-81.46381
-77.61256,-79.84059
-74.95934,-80.87769
-74.42172,-83.44321
-74.22676,-101.18106
-72.34924,-85.53819
-73.22153,-94.15353
-76.21489,-87.9607
-75.70819,-88.11271
-74.67764,-90.52108
-75.67252,-95.67382
-75.94929,-93.50168
-74.82743,-87.78196
-73.40439,-85.06001
-71.65075,-79.83396
-69.97663,-76.2166
-69.0943,-73.97593
-69.07428,-72.33066
-68.85239,-71.41303
-68.20394,-71.21728
-68.37517,-71.42261
-69.24707,-71.60807
-70.20081,-72.62185
-71.97172,-74.94398
-73.14596,-74.32992
-72.1179,-71.16614
-72.14002,-70.31418
-72.95844,-70.67869
-71.10434,-69.61299
-69.14596,-68.62213
-69.74586,-68.77529
-72.37515,-69.44209
-74.52872,-70.41627
-75.25467,-71.01222
-79.20924,-71.40556
-100.27163,-73.44394
-100.17579,-76.95147
-99.63521,-79.51406
-89.42072,-80.46228
-83.57937,-79.24106
-88.49885,-77.05442
-91.02654,-74.95016
-90.68735,-72.39723
-94.9481,-70.50675
-79.97456,-69.26055
-74.46289,-67.69304
-71.66678,-66.42185
-70.18454,-65.60751
-69.29453,-64.75499
-68.82789,-64.33636
-68.18121,-64.24636
-67.89923,-63.84457
-68.99866,-63.56351
-69.4939,-63.54262
-68.5339,-63.77115
-68.97552,-64.74777
-69.50235,-65.22419
-68.01382,-64.17645
-67.79306,-63.67049
-68.92683,-64.11092
-68.47541,-64.3433
-68.11319,-64.59699
-68.89172,-64.66844
-68.85596,-64.27887
-69.295,-64.91505
-71.28623,-66.32685
-71.52476,-66.54523
-70.53285,-66.7814
-72.02349,-68.01013
-75.56989,-68.4502
-77.48261,-69.11682
-78.41775,-72.50248
-82.88887,-76.10798
-96.86664,-75.9106
-96.45985,-79.02468
-93.3853,-92.15038
-94.40697,-87.708
-89.24288,-83.69674
-84.93692,-95.92155
-93.60088,-91.69804
-91.40912,-84.34391
-102.57832,-93.30822
-97.93023,-82.0276
-90.04568,-82.55759
-80.00815,-82.27526
-78.92934,-76.32836
-78.97499,-72.58948
-72.14277,-70.00271
-69.03764,-68.88543
-69.12207,-68.03658
-67.30329,-66.00201
-65.59819,-65.08982
-65.67208,-65.04945
-64.76413,-63.80795
-63.77475,-63.28243
-64.25603,-63.88366
-64.20572,-63.29821
-63.75183,-63.24358
-64.19911,-64.82156
-64.20884,-64.4073
-64.05368,-62.86605
-64.42733,-62.96148
-63.91083,-62.98115
-63.41622,-62.31655
-63.87764,-62.34391
-63.80238,-62.52424
-63.46451,-62.58049
-63.67129,-62.8666
-63.71776,-62.87915
-64.08545,-62.88116
-64.48391,-62.94958
-63.62054,-62.61285
-63.25352,-62.57906
-64.19906,-62.79016
-64.49066,-62.61329
-63.95029,-62.75428
-63.9349,-63.03184
-64.51618,-63.086
-65.30046,-64.10833
-65.32026,-65.25723
-64.90807,-64.55596
-65.41933,-63.82861
-65.78108,-63.86175
-65.32591,-63.69358
-65.4531,-63.63389
-65.11967,-63.47738
-64.00987,-62.726
-64.20507,-62.26317
-64.94759,-62.3135
-64.476,-62.48873
-64.4872,-62.64661
-65.73966,-62.43705
-66.28861,-62.34475
-65.55034,-62.8502
-65.30003,-62.96735
-66.49168,-62.68339
-67.63135,-62.89997
-66.92986,-63.1027
-66.80145,-63.16998
-68.00307,-63.41508
-67.70959,-63.05563
-67.06722,-62.62919
-68.03072,-63.13598
-68.04039,-63.68213
-67.08025,-63.66973
-67.70025,-63.61547
-68.22657,-63.35685
-67.18814,-63.3087
-67.00691,-63.87436
-68.35904,-64.13147
-69.93643,-64.03308
-70.568,-64.32801
-70.44279,-64.62695
-70.78231,-64.84095
-71.37576,-65.41852
-71.23242,-66.00204
-71.67845,-66.26291
-73.43981,-66.21619
-74.94909,-66.09695
-76.25519,-66.87375
-78.35617,-68.81337
-80.55992,-70.50168
-86.37557,-71.29168
-94.10396,-72.41574
-87.43825,-73.97967
-94.70182,-75.18766
-85.51557,-77.49938
-75.03366,-85.96386
-71.64588,-92.40583
-72.34966,-85.87624
-72.54301,-81.24607
-70.61758,-77.26896
-69.90091,-76.92961
-70.09779,-76.50753
-69.46893,-73.56729
-68.8741,-71.76298
-68.53141,-71.05957
-67.86393,-69.96547
-67.60912,-69.12985
-67.38058,-68.09252
-66.08372,-66.00496
-64.90697,-64.45605
-64.6223,-64.17112
-64.11003,-63.87925
-63.02432,-62.86388
-62.38848,-61.93608
-62.2305,-61.34267
-61.78558,-60.84815
-61.19401,-60.63231
-61.00804,-60.53882
-61.15837,-60.06379
-61.32295,-59.61271
-61.05378,-59.62311
-60.30343,-59.60681
-60.14526,-59.506
-60.93666,-59.67386
-61.10014,-59.54958
-60.33412,-59.18658
-60.40376,-59.60883
-61.07175,-60.26181
-60.87318,-59.82775
-60.5824,-59.30486
-60.97815,-59.61003
-61.0242,-59.82689
-60.58604,-59.51791
-60.62385,-59.41943
-60.93793,-59.55529
-61.01549,-59.59664
-61.20823,-59.83816
-61.56016,-60.33881
-61.77809,-60.62614
-62.43069,-60.86818
-63.79371,-61.56047
-64.64125,-62.38176
-64.87354,-63.10931
-66.21621,-64.28053
-68.62073,-65.65703
-70.60178,-66.65471
-72.33686,-67.77324
-72.47132,-68.57273
-70.80686,-68.85167
-71.77377,-70.69096
-75.18646,-72.8673
-73.97829,-71.20893
-72.50717,-70.43667
-76.22236,-73.22922
-79.67022,-74.69148
-77.03415,-73.63389
-78.23126,-75.20462
-82.85518,-76.24442
-83.95225,-75.5691
-88.15958,-80.63
-94.60444,-93.63314
-88.92699,-86.55863
-105.46309,-88.18096
-88.89347,-112.95831
-109.4683,-84.85486
-89.25274,-80.63921
-87.19295,-84.3777
-78.94586,-79.80328
-77.70326,-75.86335
-82.08814,-76.18569
-76.57781,-73.32433
-72.20491,-70.60803
-74.50278,-71.88875
-76.37033,-72.47202
-73.24519,-70.53553
-73.77427,-71.50116
-76.97757,-74.11348
-77.69335,-73.86773
-79.43889,-74.08292
-79.7934,-75.00708
-75.94135,-74.26659
-75.87909,-75.20907
-79.0393,-77.45498
-78.40052,-75.65284
-76.54074,-73.09216
-75.91165,-72.58181
-74.0999,-73.13566
-72.52577,-73.42557
-73.10963,-73.27797
-75.07138,-74.38186
-75.28072,-76.93053
-74.51916,-78.24251
-76.41434,-79.37562
-77.46903,-79.80068
-74.26288,-76.39358
-74.2001,-75.26039
-75.84576,-77.20887
-72.25452,-76.83926
-70.4546,-76.20523
-72.13434,-76.41599
-70.88781,-73.77581
-69.10518,-73.6254
-70.57639,-76.41926
-70.3018,-73.02364
-68.49842,-70.91655
-70.04883,-75.60105
-71.2598,-77.56164
-68.98793,-72.84662
-68.60606,-74.31634
-69.65608,-77.88421
-69.74062,-75.86313
-69.99351,-77.61129
-69.91326,-83.46815
-70.12194,-83.53058
-72.20267,-86.62794
-72.2215,-90.7365
-71.24489,-90.1488
-74.29519,-92.36658
-74.8342,-91.06455
-70.8306,-88.22309
-71.49869,-111.38512
-73.91723,-86.54968
-72.41619,-106.37524
-73.66238,-94.82533
-76.9822,-86.2542
-74.86337,-100.7583
-76.03094,-87.54272
-83.66635,-79.37503
-83.10832,-80.0924
-82.25999,-76.93685
-86.22896,-74.70767
-82.04774,-79.10424
-82.81648,-78.74617
-93.80556,-73.93987
-90.22212,-75.36421
-105.62389,-76.79415
-82.06815,-73.69358
-79.76602,-73.18405
-78.17812,-72.19588
-75.68625,-69.5027
-74.81407,-68.97094
-71.30734,-68.9964
-68.98305,-68.29325
-71.09754,-69.01377
-72.25863,-69.56762
-69.61019,-68.35221
-70.27564,-67.87824
-71.80649,-67.56588
-68.44637,-66.91644
-66.27275,-67.56444
-66.74332,-67.95876
-67.02472,-66.74114
-66.38915,-66.29331
-65.83335,-66.32891
-65.63777,-65.9407
-66.07762,-66.55272
-66.39029,-67.34993
-66.08138,-66.6138
-66.11134,-66.50244
-66.31631,-67.53037
-66.27829,-67.24974
-66.27543,-65.91469
-65.38394,-65.08774
-63.91697,-64.61015
-63.46302,-64.16146
-63.46762,-63.65004
-62.86855,-63.18432
-62.5376,-62.893
-62.73928,-62.51283
-62.55808,-62.34761
-62.2503,-63.02651
-62.54552,-63.91539
-63.32995,-64.14914
-64.33233,-64.52656
-65.06667,-65.39153
-64.87714,-65.89216
-64.57266,-66.32172
-65.36498,-67.31021
-66.73453,-67.89519
-67.00536,-67.81898
-66.52484,-68.5122
-66.67292,-69.83383
-67.34081,-70.26758
-68.08768,-70.76263
-69.09262,-72.59885
-70.3136,-74.33196
-72.5005,-76.80869
-77.82712,-89.03817
-87.34036,-84.82491
-99.51824,-81.6663
-92.25823,-78.72682
-87.2397,-76.84139
-97.90363,-78.44022
-102.12208,-78.77743
-99.82979,-77.71764
-91.82829,-81.04285
-95.67678,-87.57341
-143.0987,-88.01327
-93.30294,-88.10365
-88.28091,-89.97457
-85.24817,-94.55552
-80.48515,-98.96257
-79.70835,-87.53652
-78.97592,-88.58047
-75.22345,-86.52717
-73.54859,-80.0452
-72.4323,-78.67035
-69.89296,-75.1999
-68.79614,-73.27501
-68.49785,-71.87442
-67.10686,-69.84963
-66.70098,-70.20718
-67.45156,-71.7841
-67.23882,-70.59776
-67.12392,-70.15247
-67.40772,-71.62837
-66.84619,-71.81253
-67.29154,-72.64888
-68.70451,-74.58385
-68.289,-73.26289
-67.87261,-72.86915
-68.51441,-74.983
-68.80831,-75.64154
-70.02497,-77.72725
-70.51435,-80.16566
-68.37853,-75.84332
-68.62015,-74.89748
-70.41981,-76.42838
-68.52897,-73.97552
-67.47278,-74.10831
-68.36766,-75.64126
-67.53427,-71.7186
-67.80794,-71.27151
-69.74632,-75.21771
-68.16872,-73.57519
-67.66064,-72.80933
-71.18331,-77.91044
-72.11124,-76.93044
-71.31789,-75.60478
-74.20086,-83.16331
-74.82847,-82.48908
-75.76889,-80.04361
-89.27536,-126.55741
-105.83835,-106.16036
-89.13918,-83.12948
-92.73822,-105.31808
-92.92366,-99.57497
-94.62214,-83.90144
-104.13198,-81.56703
-82.64721,-77.93312
-76.97119,-74.18824
-82.95195,-73.72145
-87.51527,-72.29185
-81.74044,-71.48063
-86.8192,-74.20559
-99.85098,-76.79488
-109.64296,-77.77371
-80.49823,-81.74547
-74.29032,-84.47402
-73.28113,-86.53729
-74.01666,-96.70027
-74.03569,-97.01485
-71.85426,-100.01366
-70.79871,-83.37267
-71.88627,-85.51063
-70.98915,-101.1497
-69.31552,-96.66575
-70.34929,-87.83288
-71.68543,-83.03576
-71.02119,-82.48248
-70.1939,-83.4161
-68.74964,-78.73619
-67.62649,-76.80762
-67.491,-77.52116
-66.69967,-73.77699
-66.06931,-71.1399
-66.14136,-71.08568
-65.23822,-69.30522
-64.76821,-68.37371
-65.34746,-70.17202
-64.43276,-69.40297
-63.75586,-67.57184
-65.17589,-68.8201
-65.22715,-68.99411
-63.91498,-67.26582
-64.85775,-68.4363
-65.88447,-69.97854
-64.68628,-68.19965
-64.81269,-67.72058
-66.56421,-68.83891
-67.42019,-69.03023
-67.67084,-69.65878
-66.97462,-70.32175
-65.12337,-68.57678
-64.72101,-66.84708
-65.50893,-66.08751
-64.69444,-65.25683
-63.48333,-65.01117
-63.87072,-65.42611
-64.25578,-64.54069
-63.39499,-63.07199
-63.10946,-63.15389
-63.36719,-63.8642
-62.88957,-63.24929
-62.91342,-62.62934
-63.8628,-62.86599
-63.53612,-62.82108
-62.42755,-62.7066
-62.33297,-62.76162
-62.46784,-61.9961
-62.20511,-61.37861
-61.91856,-61.53143
-61.39289,-60.91739
-61.159,-59.91349
-61.48057,-59.8527
-61.25349,-59.93345
-60.72323,-59.52635
-60.7362,-59.27944
-60.85066,-59.30285
-61.22158,-59.65795
-62.07759,-60.21045
-62.5411,-60.36089
-62.99696,-60.58503
-63.6913,-60.96399
-63.35525,-60.65362
-63.17209,-60.60888
-64.015,-61.23799
-63.97639,-61.08771
-63.60976,-60.87135
-64.43014,-61.6285
-64.8669,-61.86927
-64.48643,-61.46056
-64.6144,-61.71373
-64.96258,-62.20065
-65.47471,-62.4644
-65.67028,-62.44224
-64.88997,-62.21369
-64.97119,-62.91527
-66.18846,-64.05513
-67.11038,-64.04808
-68.99425,-64.56821
-70.7797,-65.98466
-69.60614,-66.49805
-71.41178,-68.49738
-78.46186,-72.34686
-76.7687,-71.0852
-74.69341,-70.12527
-79.95619,-72.99022
-77.78758,-72.3465
-74.05631,-71.01714
-77.41364,-73.71548
-78.30088,-73.18382
-76.69614,-71.38761
-84.57941,-74.99308
-88.08811,-77.35783
-80.12559,-75.67136
-98.08841,-85.4117
-80.10587,-86.15732
-80.70009,-102.15243
-78.20261,-91.69918
-74.18354,-78.36708
-73.9994,-76.47755
-73.50382,-74.79232
-72.02279,-72.37096
-71.90307,-72.67668
-71.07727,-73.42699
-69.86267,-72.22691
-70.25096,-70.99631
-69.94446,-69.61654
-68.32919,-68.84208
-67.98623,-69.78153
-67.80978,-69.45492
-66.8139,-67.25401
-66.75378,-66.80825
-66.37668,-67.15371
-64.54505,-65.92214
-63.95074,-65.01063
-64.7237,-64.88199
-64.45805,-64.2244
-63.44498,-63.81003
-62.79356,-63.77111
-62.48307,-63.377
-62.91969,-63.52491
-63.30756,-63.96792
-62.80414,-63.60177
-62.93942,-63.59713
-63.64418,-63.98655
-63.43902,-63.62448
-63.34244,-63.50756
-63.58439,-63.48342
-63.15012,-62.61078
-62.86731,-62.19594
-62.47183,-62.10622
-61.50611,-61.36489
-61.5245,-61.07656
-61.99834,-61.05977
-61.22471,-60.34099
-60.60268,-59.99788
-60.52369,-59.83011
-59.87587,-58.86163
-59.54298,-58.40795
-59.85857,-58.78153
-59.91716,-58.72681
-60.29342,-58.60832
-60.96345,-58.87087
-60.6872,-58.87607
-60.62308,-59.17616
-61.66231,-59.9752
-62.34866,-60.07212
-62.50395,-59.93479
-63.05826,-60.46129
-63.33468,-60.70665
-63.33187,-60.30185
-63.68768,-60.05052
-63.89419,-60.12701
-63.9267,-60.50688
-64.06755,-60.91897
-63.8967,-60.89642
-63.95383,-61.04837
-64.85857,-61.75733
-65.45117,-61.79652
-65.16644,-60.99966
-65.29869,-60.86945
-65.60288,-61.43628
-65.12103,-61.66831
-64.91203,-61.80679
-65.4675,-62.27053
-65.68894,-62.43913
-65.59147,-62.28923
-65.69832,-62.17525
-65.68466,-62.0654
-65.8537,-62.40446
-66.15538,-63.19179
-66.11623,-63.71239
-66.72603,-64.33032
-68.02111,-65.36461
-68.95387,-66.57473
-71.20111,-69.02092
-75.13271,-72.03136
-76.48252,-72.72566
-79.15441,-75.3859
-88.09753,-83.69316
-86.86449,-85.57582
-87.17298,-88.83439
-105.88306,-89.23978
-99.19177,-86.45571
-84.30672,-81.74529
-76.43268,-75.95215
-77.78609,-76.66121
-78.57217,-76.00672
-73.42799,-71.24862
-72.22874,-70.17844
-73.39354,-71.38516
-72.82556,-70.98183
-71.6557,-69.86081
-69.64059,-68.60721
-67.79317,-67.61179
-68.10007,-67.57275
-69.23125,-67.11456
-68.81964,-66.0875
-67.19516,-65.51319
-66.06318,-65.41114
-67.00135,-66.22165
-68.41073,-66.58057
-67.13069,-64.9111
-66.92628,-64.59173
-69.45256,-66.52025
-69.65189,-66.64668
-68.16958,-65.47255
-68.93972,-66.10313
-69.60545,-66.80367
-69.59936,-66.67062
-71.25869,-67.25562
-73.15965,-68.08417
-74.35772,-68.89004
-75.29416,-69.32872
-74.58924,-68.67302
-75.36393,-69.23869
-78.33092,-71.19977
-78.54084,-71.1596
-80.14676,-71.10409
-88.43442,-73.4938
-88.44367,-75.12394
-84.20958,-74.63
-92.01606,-74.77569
-90.96297,-75.76261
-87.37666,-78.25573
-92.6262,-83.66422
-95.01642,-91.50344
-88.07251,-87.81514
-90.15947,-79.49498
-117.26238,-77.88242
-101.62192,-83.58179
-91.14682,-88.22448
-88.80994,-80.8702
-85.57081,-77.85133
-82.52546,-79.91531
-81.56342,-84.84047
-86.20511,-82.70152
-103.34293,-78.44104
-90.35381,-79.1019
-84.59391,-79.25733
-88.13828,-75.37281
-86.33746,-73.99128
-81.25396,-75.40432
-79.74375,-77.30764
-80.41861,-77.09446
-84.50427,-73.96682
-83.50301,-73.54498
-78.4584,-77.78433
-80.68496,-79.78708
-80.69835,-82.32047
-73.95091,-94.77284
-74.06848,-109.50205
-76.44308,-86.11964
-72.40119,-85.26534
-72.88518,-84.83549
-79.47333,-86.05121
-75.93371,-98.70661
-72.64146,-80.97388
-74.70329,-85.20812
-75.07421,-82.10671
-75.47184,-80.30758
-78.36587,-86.94106
-77.88158,-91.22855
-79.83403,-103.90894
-89.39723,-87.15735
-114.87778,-90.65678
-84.75412,-82.81522
-82.30266,-78.7633
-94.04526,-81.82466
-85.18734,-79.89835
-79.7511,-78.81563
-85.79386,-87.06102
-86.39737,-88.43933
-82.34226,-84.39079
-84.11488,-88.53075
-83.27747,-87.68309
-88.60695,-102.44264
-102.89065,-88.34159
-80.66668,-95.63849
-76.30724,-86.71803
-74.69819,-83.74703
-71.01711,-75.13015
-71.28771,-74.28543
-72.97657,-75.84499
-69.33402,-71.5038
-67.57179,-70.32681
-67.8881,-71.96416
-66.38372,-69.99112
-65.78385,-68.983
-66.0877,-69.7245
-64.49657,-68.17058
-63.79628,-67.59039
-64.60371,-68.34209
-64.37698,-67.20523
-64.11786,-67.01533
-64.16632,-68.12837
-63.23241,-66.97765
-63.17799,-65.99115
-63.95816,-66.33049
-63.09217,-65.74939
-62.2686,-65.64523
-63.09757,-67.062
-63.95859,-67.24893
-63.99015,-66.40311
-64.22014,-67.26322
-64.70898,-69.68278
-65.47136,-71.54138
-66.9245,-71.72448
-68.15168,-71.15067
-67.64799,-70.7885
-66.82534,-71.66038
-67.21168,-73.8754
-67.56598,-74.06892
-67.23335,-72.40171
-67.69844,-72.93948
-67.98837,-73.78798
-67.06303,-72.374
-67.18296,-72.50083
-68.35482,-73.9262
-68.57523,-72.9903
-68.72257,-72.2784
-69.25103,-73.40015
-69.34778,-74.67834
-70.73684,-76.42506
-74.32321,-78.29234
-76.47277,-78.31181
-74.9742,-79.07404
-73.83046,-82.20708
-75.34893,-86.82834
-79.62453,-90.44122
-84.17749,-89.96405
-93.30802,-99.69717
-89.20911,-88.35177
-83.93385,-83.00219
-81.98811,-78.91051
-79.28856,-75.14447
-76.26598,-73.38157
-72.16294,-71.96873
-69.74648,-71.20521
-69.418,-71.16855
-68.13328,-69.01497
-66.6672,-66.93559
-67.15821,-67.43249
-67.18202,-68.03176
-65.65064,-67.02258
-65.29635,-67.00908
-65.55445,-67.73629
-65.03056,-67.85873
-64.74987,-68.08322
-64.5444,-67.58035
-64.19184,-66.81096
-64.83851,-68.07577
-65.66871,-70.04
-65.34266,-69.79925
-65.44178,-69.99859
-66.42678,-71.76045
-66.76303,-72.92993
-66.52544,-74.4448
-66.27136,-76.56354
-65.85183,-75.01846
-66.20783,-72.99511
-67.452,-73.34076
-67.28046,-73.27688
-65.83308,-72.64907
-65.4265,-74.53174
-65.59371,-75.99882
-65.42357,-73.4697
-66.06141,-73.29605
-66.97178,-76.0131
-66.22673,-75.14807
-65.93095,-73.60047
-67.37363,-74.72453
-67.67245,-73.72438
-66.35687,-71.73256
-66.06427,-72.97027
-66.45112,-75.1379
-66.4977,-73.98668
-66.64666,-72.53813
-67.30815,-73.20507
-68.66014,-76.35296
-70.20829,-81.06306
-71.35907,-84.82418
-73.69594,-93.04982
-77.29488,-98.71568
-78.20032,-91.14273
-78.94783,-81.5969
-82.51716,-76.7968
-85.09091,-77.85251
-90.28973,-79.26744
-113.20364,-76.69066
-94.69849,-75.22035
-112.01253,-74.29569
-82.65496,-73.21155
-82.03168,-74.39302
-92.10063,-76.01108
-86.93408,-74.03493
-80.37586,-72.7073
-80.80086,-73.30009
-79.44443,-72.13916
-75.19876,-69.98441
-73.51221,-69.20765
-72.92511,-68.50128
-71.78966,-67.54913
-71.63811,-67.75151
-71.70878,-67.88749
-70.4384,-66.81065
-69.89293,-66.65686
-70.36925,-67.42577
-69.98065,-67.14364
-69.11072,-66.74914
-67.87397,-66.64748
-66.41081,-65.69883
-66.54666,-65.22076
-67.49623,-65.58473
